,latitude,longitude,avgLoss
1,45.554169,-80.254166,12.9222809
2,45.545834,-80.262497,11.16740487
3,45.520832,-80.270836,7.403883035
4,45.512501,-80.270836,6.471367951
5,45.495834,-80.245834,5.474774567
6,45.404167,-80.229164,2.704760184
